rango_horas,cantidad_intentos_transaccion,cantidad_sucursales_distintas,cantidad_transacciones_exitosas,es_fraude,tasa_errores
24,8,1,8,0,0.0
8,11,1,5,0,0.5454545454545454
4,6,1,1,0,0.8333333333333334
23,6,1,6,0,0.0
2,15,4,0,1,1.0
34,11,1,6,0,0.45454545454545453
12,13,1,11,0,0.15384615384615385
1,9,3,0,1,1.0
14,8,1,8,0,0.0
1,6,1,5,0,0.16666666666666666
3,3,1,3,0,0.0
1,6,1,6,0,0.0
22,5,2,3,0,0.4
31,2,2,2,0,0.0
1,1,2,1,0,0.0
3,6,1,6,0,0.0
1,1,1,1,0,0.0
31,6,1,2,0,0.6666666666666666
36,4,1,4,0,0.0
2,7,1,7,0,0.0
30,1,1,1,0,0.0
3,7,2,4,0,0.42857142857142855
1,14,3,0,1,1.0
9,4,1,4,0,0.0
1,11,2,0,1,1.0
14,1,1,1,0,0.0
1,4,1,2,0,0.5
23,5,1,5,0,0.0
10,2,2,2,0,0.0
35,3,1,3,0,0.0
1,1,1,1,0,0.0
26,1,1,1,0,0.0
24,14,1,10,0,0.2857142857142857
24,8,1,8,0,0.0
16,6,2,1,0,0.8333333333333334
18,2,1,2,0,0.0
33,2,1,2,0,0.0
9,8,1,8,0,0.0
2,7,2,5,0,0.2857142857142857
7,6,1,1,0,0.8333333333333334
28,7,1,7,0,0.0
26,14,1,11,0,0.21428571428571427
39,3,2,3,0,0.0
3,3,1,3,0,0.0
10,9,1,9,0,0.0
3,7,2,2,0,0.7142857142857143
31,9,1,4,0,0.5555555555555556
1,9,3,0,1,1.0
1,3,2,3,0,0.0
35,9,1,5,0,0.4444444444444444
1,3,1,2,0,0.3333333333333333
38,3,2,3,0,0.0
1,3,2,3,0,0.0
25,2,2,2,0,0.0
3,1,2,1,0,0.0
36,6,1,3,0,0.5
3,5,1,5,0,0.0
38,9,1,4,0,0.5555555555555556
2,6,2,6,0,0.0
1,1,1,1,0,0.0
3,7,1,6,0,0.14285714285714285
8,4,2,1,0,0.75
15,5,2,3,0,0.4
2,2,2,2,0,0.0
37,10,1,10,0,0.0
45,4,1,2,0,0.5
5,8,1,8,0,0.0
2,5,1,1,0,0.8
2,5,2,3,0,0.4
1,4,2,4,0,0.0
5,10,1,8,0,0.2
8,11,1,10,0,0.09090909090909091
8,3,1,1,0,0.6666666666666666
3,1,2,1,0,0.0
26,5,1,5,0,0.0
1,5,1,2,0,0.6
40,10,1,10,0,0.0
27,7,1,7,0,0.0
2,3,2,3,0,0.0
2,6,1,6,0,0.0
2,7,1,4,0,0.42857142857142855
1,2,2,1,0,0.5
2,7,2,4,0,0.42857142857142855
46,14,1,14,0,0.0
3,7,2,5,0,0.2857142857142857
3,6,1,3,0,0.5
32,14,1,14,0,0.0
42,7,1,5,0,0.2857142857142857
24,11,1,10,0,0.09090909090909091
11,5,1,3,0,0.4
42,3,2,3,0,0.0
30,6,2,2,0,0.6666666666666666
1,11,4,0,1,1.0
2,5,1,4,0,0.2
2,1,2,1,0,0.0
44,4,1,4,0,0.0
11,7,2,3,0,0.5714285714285714
35,9,1,8,0,0.1111111111111111
12,6,1,1,0,0.8333333333333334
26,5,2,4,0,0.2
27,3,2,3,0,0.0
32,7,2,4,0,0.42857142857142855
7,7,2,2,0,0.7142857142857143
1,6,2,1,0,0.8333333333333334
23,13,1,12,0,0.07692307692307693
2,2,2,2,0,0.0
11,5,2,2,0,0.6
41,2,1,2,0,0.0
6,5,1,5,0,0.0
3,7,1,7,0,0.0
18,7,1,7,0,0.0
31,4,2,4,0,0.0
13,6,1,6,0,0.0
48,1,2,1,0,0.0
2,4,1,4,0,0.0
10,1,1,1,0,0.0
19,2,1,2,0,0.0
3,7,1,3,0,0.5714285714285714
37,6,1,6,0,0.0
3,6,1,6,0,0.0
23,4,1,4,0,0.0
2,5,1,5,0,0.0
5,6,1,6,0,0.0
17,7,2,3,0,0.5714285714285714
3,7,1,2,0,0.7142857142857143
1,24,5,0,1,1.0
44,4,1,4,0,0.0
2,3,1,3,0,0.0
1,3,1,1,0,0.6666666666666666
15,5,2,5,0,0.0
2,8,5,0,1,1.0
33,6,1,5,0,0.16666666666666666
29,11,1,11,0,0.0
46,3,1,3,0,0.0
32,3,1,2,0,0.3333333333333333
38,5,2,5,0,0.0
4,11,1,11,0,0.0
47,3,2,1,0,0.6666666666666666
3,5,1,5,0,0.0
38,4,1,4,0,0.0
22,14,1,6,0,0.5714285714285714
11,7,1,4,0,0.42857142857142855
3,3,2,3,0,0.0
16,6,1,5,0,0.16666666666666666
1,7,2,4,0,0.42857142857142855
2,3,1,3,0,0.0
47,13,1,10,0,0.23076923076923078
22,8,1,8,0,0.0
1,1,2,1,0,0.0
46,14,1,9,0,0.35714285714285715
25,5,1,5,0,0.0
2,7,2,6,0,0.14285714285714285
31,3,1,2,0,0.3333333333333333
23,6,2,2,0,0.6666666666666666
39,11,1,11,0,0.0
31,9,1,9,0,0.0
14,5,1,3,0,0.4
2,6,1,1,0,0.8333333333333334
3,7,1,5,0,0.2857142857142857
3,7,1,3,0,0.5714285714285714
2,7,2,4,0,0.42857142857142855
29,6,2,2,0,0.6666666666666666
15,7,1,4,0,0.42857142857142855
7,8,1,4,0,0.5
2,3,2,3,0,0.0
43,7,2,4,0,0.42857142857142855
3,3,1,1,0,0.6666666666666666
31,8,1,6,0,0.25
2,26,7,0,1,1.0
3,2,1,2,0,0.0
2,5,1,3,0,0.4
2,6,2,4,0,0.3333333333333333
24,4,2,3,0,0.25
43,10,1,10,0,0.0
2,2,2,1,0,0.5
37,12,1,4,0,0.6666666666666666
27,7,1,7,0,0.0
26,7,1,3,0,0.5714285714285714
17,13,1,7,0,0.46153846153846156
15,1,1,1,0,0.0
33,1,2,1,0,0.0
2,14,8,0,1,1.0
1,2,1,2,0,0.0
1,1,1,1,0,0.0
6,5,1,4,0,0.2
29,10,1,10,0,0.0
22,6,2,1,0,0.8333333333333334
9,6,2,2,0,0.6666666666666666
3,2,2,2,0,0.0
18,11,1,11,0,0.0
28,14,1,12,0,0.14285714285714285
20,9,1,8,0,0.1111111111111111
41,7,2,2,0,0.7142857142857143
2,6,1,6,0,0.0
3,5,2,2,0,0.6
1,7,2,7,0,0.0
5,10,1,5,0,0.5
37,2,2,1,0,0.5
3,1,1,1,0,0.0
7,5,1,2,0,0.6
19,6,2,4,0,0.3333333333333333
1,1,2,1,0,0.0
35,10,1,5,0,0.5
3,2,1,2,0,0.0
34,5,1,3,0,0.4
8,8,1,4,0,0.5
33,13,1,7,0,0.46153846153846156
2,22,10,0,1,1.0
3,1,1,1,0,0.0
1,3,1,3,0,0.0
1,5,1,3,0,0.4
3,7,2,4,0,0.42857142857142855
2,18,5,0,1,1.0
19,9,1,7,0,0.2222222222222222
2,20,10,0,1,1.0
37,14,1,7,0,0.5
35,3,1,3,0,0.0
43,1,1,1,0,0.0
40,7,1,7,0,0.0
16,5,1,5,0,0.0
3,3,2,1,0,0.6666666666666666
28,7,1,6,0,0.14285714285714285
39,4,1,4,0,0.0
22,4,2,2,0,0.5
32,5,1,2,0,0.6
3,4,1,4,0,0.0
36,11,1,5,0,0.5454545454545454
16,7,1,7,0,0.0
22,5,2,1,0,0.8
3,2,1,2,0,0.0
1,5,1,2,0,0.6
47,2,1,2,0,0.0
16,2,2,1,0,0.5
23,13,1,13,0,0.0
19,11,1,5,0,0.5454545454545454
2,5,1,5,0,0.0
34,2,1,2,0,0.0
3,3,1,1,0,0.6666666666666666
2,4,2,1,0,0.75
23,3,2,3,0,0.0
3,7,2,3,0,0.5714285714285714
25,6,2,5,0,0.16666666666666666
20,3,2,2,0,0.3333333333333333
1,23,7,0,1,1.0
17,2,2,2,0,0.0
2,2,1,2,0,0.0
3,6,2,4,0,0.3333333333333333
45,12,1,12,0,0.0
1,5,1,5,0,0.0
23,8,1,8,0,0.0
1,6,1,6,0,0.0
12,3,1,1,0,0.6666666666666666
43,13,1,13,0,0.0
2,1,1,1,0,0.0
24,7,1,7,0,0.0
42,6,1,6,0,0.0
23,7,1,4,0,0.42857142857142855
41,2,1,2,0,0.0
23,1,2,1,0,0.0
3,3,1,2,0,0.3333333333333333
2,7,2,6,0,0.14285714285714285
13,3,1,3,0,0.0
3,2,2,1,0,0.5
43,3,1,1,0,0.6666666666666666
27,4,1,4,0,0.0
28,4,2,3,0,0.25
26,5,2,1,0,0.8
39,11,1,11,0,0.0
28,2,2,2,0,0.0
41,7,2,2,0,0.7142857142857143
40,6,1,5,0,0.16666666666666666
41,1,1,1,0,0.0
4,3,2,2,0,0.3333333333333333
43,7,2,5,0,0.2857142857142857
24,2,1,2,0,0.0
20,5,1,5,0,0.0
2,5,1,5,0,0.0
26,13,1,8,0,0.38461538461538464
3,5,1,5,0,0.0
40,1,1,1,0,0.0
25,6,2,3,0,0.5
19,1,1,1,0,0.0
47,5,2,4,0,0.2
39,6,1,1,0,0.8333333333333334
33,1,2,1,0,0.0
1,1,1,1,0,0.0
25,14,1,11,0,0.21428571428571427
8,6,1,1,0,0.8333333333333334
2,3,1,2,0,0.3333333333333333
14,6,1,5,0,0.16666666666666666
3,5,2,3,0,0.4
27,4,2,2,0,0.5
1,11,2,0,1,1.0
2,27,9,0,1,1.0
9,6,2,5,0,0.16666666666666666
7,5,1,5,0,0.0
22,5,2,1,0,0.8
34,6,1,6,0,0.0
42,4,1,4,0,0.0
1,2,2,2,0,0.0
25,5,1,4,0,0.2
43,11,1,6,0,0.45454545454545453
13,3,1,3,0,0.0
19,6,1,5,0,0.16666666666666666
2,5,2,1,0,0.8
44,6,1,6,0,0.0
14,6,1,3,0,0.5
2,4,2,4,0,0.0
2,4,1,2,0,0.5
2,26,7,0,1,1.0
3,6,1,3,0,0.5
19,6,2,2,0,0.6666666666666666
2,3,2,3,0,0.0
2,4,1,4,0,0.0
12,9,1,8,0,0.1111111111111111
1,4,1,4,0,0.0
25,4,1,4,0,0.0
31,6,1,4,0,0.3333333333333333
2,29,6,0,1,1.0
32,13,1,5,0,0.6153846153846154
37,8,1,4,0,0.5
27,6,1,5,0,0.16666666666666666
3,3,2,3,0,0.0
2,1,2,1,0,0.0
2,2,2,2,0,0.0
46,1,2,1,0,0.0
7,3,2,3,0,0.0
1,1,1,1,0,0.0
1,3,2,3,0,0.0
2,3,2,1,0,0.6666666666666666
1,5,2,2,0,0.6
28,1,1,1,0,0.0
46,5,1,3,0,0.4
6,2,2,2,0,0.0
1,3,2,3,0,0.0
2,20,4,0,1,1.0
48,5,1,5,0,0.0
7,1,1,1,0,0.0
3,5,1,5,0,0.0
14,9,1,9,0,0.0
27,2,1,2,0,0.0
22,5,2,3,0,0.4
26,11,1,11,0,0.0
34,3,1,1,0,0.6666666666666666
14,5,1,5,0,0.0
37,8,1,8,0,0.0
14,3,2,1,0,0.6666666666666666
1,3,1,3,0,0.0
13,6,1,6,0,0.0
48,5,2,3,0,0.4
3,5,2,5,0,0.0
14,5,2,2,0,0.6
1,2,1,1,0,0.5
1,6,2,1,0,0.8333333333333334
2,5,2,1,0,0.8
3,2,1,2,0,0.0
25,9,1,9,0,0.0
37,5,1,5,0,0.0
1,3,2,1,0,0.6666666666666666
7,4,1,4,0,0.0
44,6,1,6,0,0.0
40,7,1,4,0,0.42857142857142855
6,6,1,4,0,0.3333333333333333
4,5,2,3,0,0.4
31,6,2,3,0,0.5
2,3,1,2,0,0.3333333333333333
44,1,2,1,0,0.0
1,5,1,4,0,0.2
23,5,2,3,0,0.4
2,12,6,0,1,1.0
3,1,2,1,0,0.0
1,5,1,4,0,0.2
3,5,1,5,0,0.0
46,13,1,6,0,0.5384615384615384
15,9,1,9,0,0.0
23,8,1,6,0,0.25
46,11,1,11,0,0.0
42,4,2,2,0,0.5
1,1,2,1,0,0.0
3,4,2,4,0,0.0
3,6,1,2,0,0.6666666666666666
45,6,1,6,0,0.0
2,2,1,2,0,0.0
3,5,2,2,0,0.6
2,7,1,2,0,0.7142857142857143
24,8,1,8,0,0.0
20,6,1,6,0,0.0
43,4,1,4,0,0.0
32,7,1,5,0,0.2857142857142857
2,10,2,0,1,1.0
2,2,1,1,0,0.5
1,6,2,1,0,0.8333333333333334
9,10,1,10,0,0.0
38,12,1,11,0,0.08333333333333333
1,13,4,0,1,1.0
21,6,1,5,0,0.16666666666666666
2,1,1,1,0,0.0
1,1,1,1,0,0.0
30,4,1,1,0,0.75
3,6,1,1,0,0.8333333333333334
3,5,1,2,0,0.6
22,12,1,9,0,0.25
9,10,1,10,0,0.0
44,1,1,1,0,0.0
1,2,2,2,0,0.0
17,6,1,5,0,0.16666666666666666
1,5,1,5,0,0.0
3,3,1,1,0,0.6666666666666666
36,1,1,1,0,0.0
2,5,1,4,0,0.2
45,5,1,5,0,0.0
2,1,1,1,0,0.0
2,6,1,4,0,0.3333333333333333
32,7,2,2,0,0.7142857142857143
1,1,2,1,0,0.0
29,9,1,9,0,0.0
13,3,1,3,0,0.0
35,7,1,3,0,0.5714285714285714
1,5,2,5,0,0.0
42,7,1,7,0,0.0
5,7,1,6,0,0.14285714285714285
31,4,1,4,0,0.0
1,7,2,4,0,0.42857142857142855
16,5,2,3,0,0.4
44,5,1,5,0,0.0
3,5,2,5,0,0.0
2,3,2,3,0,0.0
21,10,1,10,0,0.0
36,6,2,3,0,0.5
24,4,2,3,0,0.25
40,8,1,8,0,0.0
42,6,1,6,0,0.0
15,7,1,7,0,0.0
2,5,2,2,0,0.6
48,7,2,2,0,0.7142857142857143
3,4,2,4,0,0.0
1,1,2,1,0,0.0
45,6,2,1,0,0.8333333333333334
46,4,1,4,0,0.0
4,3,1,3,0,0.0
13,6,1,6,0,0.0
36,3,1,3,0,0.0
46,3,2,1,0,0.6666666666666666
12,10,1,10,0,0.0
28,11,1,11,0,0.0
13,2,1,2,0,0.0
10,6,1,1,0,0.8333333333333334
37,5,1,2,0,0.6
6,14,1,14,0,0.0
3,5,1,4,0,0.2
36,4,1,4,0,0.0
33,5,1,4,0,0.2
14,7,1,4,0,0.42857142857142855
16,12,1,11,0,0.08333333333333333
1,4,1,4,0,0.0
1,24,4,0,1,1.0
48,7,1,7,0,0.0
28,4,2,2,0,0.5
40,4,1,4,0,0.0
39,9,1,9,0,0.0
3,3,1,3,0,0.0
2,6,1,5,0,0.16666666666666666
34,3,2,1,0,0.6666666666666666
34,5,2,2,0,0.6
2,4,1,4,0,0.0
1,16,5,0,1,1.0
1,1,2,1,0,0.0
1,2,2,2,0,0.0
2,7,1,3,0,0.5714285714285714
29,9,1,9,0,0.0
3,6,1,5,0,0.16666666666666666
3,4,2,4,0,0.0
31,6,1,6,0,0.0
5,9,1,9,0,0.0
8,10,1,10,0,0.0
42,6,1,1,0,0.8333333333333334
1,7,1,5,0,0.2857142857142857
3,6,2,4,0,0.3333333333333333
4,10,1,10,0,0.0
1,5,1,2,0,0.6
22,3,1,3,0,0.0
1,18,10,0,1,1.0
24,6,1,6,0,0.0
7,4,1,4,0,0.0
1,2,2,2,0,0.0
2,3,1,1,0,0.6666666666666666
3,3,1,1,0,0.6666666666666666
1,1,1,1,0,0.0
4,14,1,14,0,0.0
1,5,1,2,0,0.6
13,6,1,3,0,0.5
1,3,1,3,0,0.0
3,1,2,1,0,0.0
32,3,1,3,0,0.0
37,5,2,3,0,0.4
2,3,2,3,0,0.0
